,id,Genre,Track,Artist,valence,energy,danceability,key,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,popularity,audio,energy_standard,valence_standard
4674,5SnbD47BEDtVc5LR59b9rR,dance,Feel Like - Original,Alex Preston,0.424,0.914,0.7190000000000001,7,-4.717,0.0847,0.0184,0.4479999999999999,0.0699,128.001,274687,14,https://p.scdn.co/mp3-preview/00687b643f4b6b4fbecb12e3393af1a2421ff898?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0027157556139177,-0.2578510596430085
4642,2N6RKUqTjFbEBjFlfHyLJZ,funk,Set Your Mind Free,Ridin' Thumb,0.862,0.787,0.8290000000000001,0,-7.446000000000001,0.0626,0.118,0.00537,0.0932,105.84,267026,14,https://p.scdn.co/mp3-preview/aa96cdd62d6924a0f79914bc6934009d19f946fb?cid=b39a670615f14cfca30a8178b3bc3ed6,0.49718332375332724,1.3703313753119675
4643,4upUGbQVqH0qlhEmCM79f1,ambient,Second Narrows,Loscil,0.146,0.215,0.342,4,-23.566,0.0431,0.8809999999999999,0.802,0.106,119.954,515530,14,https://p.scdn.co/mp3-preview/9debae8f17a596d5ab70dbf08e3a9bdc8535aaef?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.7797029047841353,-1.2912636553450252
4645,582AXGDAH1GiuaPblLXFP5,dancehall,Beautiful Life,Mr. Vegas,0.44,0.721,0.575,4,-3.234,0.0545,0.00569,0.0,0.302,103.856,195813,14,https://p.scdn.co/mp3-preview/bd8f8712bd31f10deb504435d49b4dd4ba860e16?cid=b39a670615f14cfca30a8178b3bc3ed6,0.23446568199900444,-0.19837407571771248
4641,3NzdDs8gDR7e8hoxbJ0CxP,new-age,Something to Believe In - Remastered,Clannad,0.309,0.7390000000000001,0.631,5,-7.768,0.0261,0.214,0.000393,0.092,128.52,284946,14,https://p.scdn.co/mp3-preview/30b619ac4db17217f3b7fe1d2922d794682f8324?cid=b39a670615f14cfca30a8178b3bc3ed6,0.30611594793200203,-0.6853418816060729
4616,27RDDLh51nhdwnxWNDR9tI,industrial,Overkill,Front Line Assembly,0.59,0.861,0.6,2,-9.838,0.0394,0.0014,0.4429999999999999,0.316,120.958,325200,14,https://p.scdn.co/mp3-preview/26345ef0a5c758c5ed284215a52dab5268dcc88d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7917455281445372,0.3592226485819367
4622,5J0xs5XVKyCghN71SWTdAp,tango,Los Mareados,Adriana Varela,0.451,0.253,0.407,4,-12.265,0.0359,0.899,5.25e-06,0.114,94.438,190386,14,https://p.scdn.co/mp3-preview/32d57a595211bd86018f85598b833a8535142b46?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.628441232258919,-0.1574836492690715
4621,2JNHFMtp9Y0bneyRUdpElr,iranian,Chera Chera,Ebi,0.494,0.556,0.19,6,-9.392,0.0433,0.8140000000000001,0.67,0.221,82.956,308546,14,https://p.scdn.co/mp3-preview/6b5bf8805c07e8386ac1fed96641869b38585344?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.4223284223868017,0.002360745030161238
4620,2L2VPk1byqvtJ6WQIvOvIw,industrial,Digital Tension Dementia,Front Line Assembly,0.7240000000000001,0.809,0.752,7,-13.413,0.0563,0.0398,0.753,0.322,119.91,287933,14,https://p.scdn.co/mp3-preview/823ca6cc88f036537876fde89ccb07d19d4d547e?cid=b39a670615f14cfca30a8178b3bc3ed6,0.5847558710047681,0.8573423889562906
4619,4a9Dj2y2vhrLTfg95IYgQy,new-age,The Mission Of Father Sanchez,Christopher Franke,0.309,0.446,0.442,7,-15.623,0.0293,0.487,0.0965,0.0984,159.97,344533,14,0,-0.8601911586440061,-0.6853418816060729
4618,5RbAHdwpmWwdgHoye5Zjaa,tango,El Choclo,Tita Merello,0.625,0.416,0.5379999999999999,11,-8.853,0.155,0.8340000000000001,0.0,0.0694,149.445,182926,14,0,-0.9796082685323346,0.4893285509185217
4617,6man0SLNKC1qjL4Y7wxSyl,disney,Some Day My Prince Will Come,Various Artists,0.421,0.818,0.6409999999999999,10,-4.805,0.0314,0.0714,2.92e-06,0.1689999999999999,117.949,210400,14,0,0.6205810039712663,-0.26900299412900147
4614,5no8RVDQI4458cDzCpPw8E,goth,Lullaby,Amberian Dawn,0.168,0.868,0.497,11,-3.216,0.0344,0.00407,3.6200000000000006e-05,0.0602,109.981,221400,14,https://p.scdn.co/mp3-preview/45a638b120e7ca35591509019b399be9a42892a1?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8196095204518139,-1.209482802447743
4624,7lEptt4wbM0yJTvSG5EBof,idm,Cosmo Retro Intro Outro,Amon Tobin,0.255,0.836,0.652,4,-8.177999999999999,0.123,0.0395,0.209,0.12,135.985,247706,14,https://p.scdn.co/mp3-preview/12d625ec779d7ce898bd093679e158a53d573c00?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6922312699042634,-0.8860767023539466
4613,5BCfzXmASNTxPYAJ0O7Uf2,grindcore,Misantropo A Senso Unico,Cripple Bastards,0.289,0.99,0.294,3,-3.289,0.196,0.000237,0.000256,0.2769999999999999,113.928,134466,14,https://p.scdn.co/mp3-preview/8b9edef7a3558b8d0af4038f9ff719755b603224?cid=b39a670615f14cfca30a8178b3bc3ed6,1.3052391006643496,-0.7596881115126929
4612,2QzRsaWFKSIICBekOLhHy6,forro,Sabiá,Forro In The Dark,0.8220000000000001,0.322,0.5670000000000001,9,-13.663,0.0895,0.367,0.151,0.1369999999999999,147.643,176746,14,0,-1.3537818795157637,1.221638915498728
4611,68dF2fJhETbjO3BVr3WUHo,alt-rock,Song 2,Blur,0.855,0.7090000000000001,0.6579999999999999,8,-6.736000000000001,0.0904,0.00188,0.00447,0.0657,129.701,121880,14,https://p.scdn.co/mp3-preview/292139885ad767b4b8f01d18a4bb437d0075cdf9?cid=b39a670615f14cfca30a8178b3bc3ed6,0.18669883804367346,1.3443101948446505
4610,2T33vUKGiad2icwIJWIqr3,german,Vergessen ist so leicht,Tim Bendzko,0.119,0.467,0.472,0,-7.754,0.0272,0.652,7.18e-05,0.115,138.412,261320,14,https://p.scdn.co/mp3-preview/c6808e6cd34f8baa67a0c944ef9324d9da932139?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.7765991817221761,-1.3916310657189621
4609,48xArGGFgarKkvCRsr4S85,new-age,Michi,Kitaro,0.147,0.312,0.247,2,-17.384,0.0392,0.892,0.87,0.165,105.479,468986,14,https://p.scdn.co/mp3-preview/6ae4ff41d4c2fa1d45f206b66c7afae1b4f726cf?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.3935875828118731,-1.2875463438496941
4640,77E0UrrGz9QYX7yVTVwGs7,holidays,Do You Believe In Santa Claus,Various Artists,0.68,0.289,0.615,10,-11.394,0.0897,0.7859999999999999,2.49e-05,0.0954,186.179,153586,14,0,-1.4851407003929251,0.6937806831617266
4623,6IhO1SFSXya8I9ixP8RzAb,songwriter,I Saw the Light,Todd Rundgren,0.81,0.833,0.583,0,-8.29,0.0343,0.0531,5.5700000000000005e-05,0.16,119.884,182800,14,https://p.scdn.co/mp3-preview/b91971997a6c281e64dc967089d0222dbe8dde46?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6802895589154305,1.177031177554756
4615,2m9O9YT2Prv8Ra05ZbSaQS,gospel,The Family Worship Medley,Kirk Franklin,0.217,0.511,0.2789999999999999,10,-8.342,0.0536,0.583,0.0,0.511,84.82600000000001,468800,14,https://p.scdn.co/mp3-preview/08b328eef53adc8e8405c0b71cc32722d205b997?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.6014540872192945,-1.0273345391765245
4625,4v981V0OrX5fWfbPbfN8qr,grindcore,Idiosyncratic,Napalm Death,0.0739,0.995,0.226,2,-5.056,0.128,4.15e-05,0.293,0.349,106.502,155840,14,https://p.scdn.co/mp3-preview/2a73e3320804e5ecfaa7088792dbdc452203ef15?cid=b39a670615f14cfca30a8178b3bc3ed6,1.3251419523124042,-1.5592818141583902
4633,6c2SW9sCr4iabx4jHBAxwd,samba,Cadê Tereza,Os Originais Do Samba,0.966,0.952,0.421,4,-6.994,0.0492,0.22,1.73e-05,0.133,93.699,279626,14,https://p.scdn.co/mp3-preview/309b3e245c563aece9e11b908c13facfdf5730db?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1539774281391333,1.756931770826391
4639,6CIc44ozMdhdMTEcxW624b,industrial,Thunderstruck,Ministry,0.184,0.914,0.55,9,-4.71,0.0571,1.06e-05,0.00787,0.0928,133.041,259813,14,https://p.scdn.co/mp3-preview/e4e80f3c80476941d2cc78cdf225ed6d4efd8ffd?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0027157556139177,-1.1500058185224473
4626,2x7yHFz68dXh3TTcxpEv3X,world-music,Tuit Tuit,Rokia Traoré,0.933,0.584,0.599,0,-9.215,0.0925,0.264,0.0,0.0796,119.178,323946,14,https://p.scdn.co/mp3-preview/ee116e3a9c7ea14fbd1e58eaed1ac8aff01b18a4?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.31087245315769546,1.6342604914804684
4638,4P9stZZEzc1dRsktEyOfVM,bossanova,Sonho de Um Carnaval,Bossa Jazz Trio,0.406,0.6829999999999999,0.428,9,-7.962000000000001,0.045,0.778,0.757,0.107,101.032,176573,14,https://p.scdn.co/mp3-preview/68a3c6b7c93c944c23b17e2897033719fd5fdaf9?cid=b39a670615f14cfca30a8178b3bc3ed6,0.08320400947378828,-0.32476266655896624
4637,5rbyy0S64X4VXBRir0DwQK,j-dance,Beautiful featuring Karin,DJ KAWASAKI,0.621,0.747,0.6859999999999999,6,-8.205,0.0391,0.0019,9.33e-05,0.104,124.009,462026,14,https://p.scdn.co/mp3-preview/9ecc144549d20f835b2a20f730c687e5aa0b638c?cid=b39a670615f14cfca30a8178b3bc3ed6,0.33796051056888915,0.4744593049371977
4635,4diUG4YVYzfNL7a3cawE7N,jazz,Such Sweet Thunder,Delfeayo Marsalis,0.382,0.349,0.586,7,-13.492,0.0406,0.489,0.28,0.0711,102.493,363566,14,https://p.scdn.co/mp3-preview/11e630f26161d3d8bb81413c84ad9a380638d405?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.2463064806162683,-0.4139781424469102
4634,4v9rHzCDgQXbDdB7t4Nwcz,idm,Bike,Autechre,0.0375,0.61,0.7509999999999999,5,-14.946,0.043,0.0139,0.913,0.089,125.237,480133,14,0,-0.20737762458781073,-1.6945919525884383
4636,1m5spmRAlVvUOqah6YoAQD,j-dance,Love Is The Answer - Reel People Club Mix,Various Artists,0.775,0.79,0.67,3,-6.774,0.0402,0.0037,0.236,0.0377,125.002,307200,14,https://p.scdn.co/mp3-preview/ea80f021595b65256fc20f96dcaa1be2ea34bc69?cid=b39a670615f14cfca30a8178b3bc3ed6,0.5091250347421601,1.046925275218171
4632,4Mf6S85KuY6D2PvSIIZ3Bk,minimal-techno,Pars Tensa,Various Artists,0.272,0.504,0.805,8,-11.446,0.0589,0.004,0.922,0.111,124.006,540800,14,https://p.scdn.co/mp3-preview/ef63564202b8a2551f8e1269f0bc3fd6e610eeb0?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.6293180795265712,-0.8228824069333197
4631,5titCb5GJK8kMLa0Le9BFC,pop-film,Oh Yeah (Made Famous by Yello) (as heard in Ferris Bueller's Day Off),Ferris Bueller,0.5870000000000001,0.775,0.768,10,-9.3,0.0728,0.125,0.649,0.0463,133.028,184092,14,https://p.scdn.co/mp3-preview/e1569b6b0f545974708f12efeb5a73ee2b2fca2b?cid=b39a670615f14cfca30a8178b3bc3ed6,0.4494164797979958,0.34807071409594414
4630,3u0UuNvmuenivBQOeX0F5T,tango,Perfume De Mujer,Otros Aires,0.563,0.5770000000000001,0.5479999999999999,4,-5.157,0.073,0.126,5.1e-05,0.0989,179.93099999999998,229566,14,https://p.scdn.co/mp3-preview/f72b48b389855d0f7ea0be5da595519584aa77d0?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.33873644546497167,0.2588552382079997
4629,3NK7KFnTh3rKCgUvsKIDfi,idm,4 bit 9d api+e+6 [126.26],Aphex Twin,0.655,0.784,0.765,10,-8.277999999999999,0.0649,0.547,0.924,0.0815,126.228,268813,14,0,0.4852416127644944,0.6008478957784517
4628,4FvP0Ldfhouzs0togmtO4E,detroit-techno,The Theory - Mind Mix,Galaxy 2 Galaxy,0.62,0.818,0.301,6,-9.883,0.0381,0.104,0.901,0.226,119.787,149360,14,https://p.scdn.co/mp3-preview/bbf8f2aee18305c2e83d8859e4ae314f9ca252ec?cid=b39a670615f14cfca30a8178b3bc3ed6,0.6205810039712663,0.4707419934418667
4627,3JdvEIcI6e6Ovi7bGJO1b1,idm,Cow Cud Is A Twin,Aphex Twin,0.6629999999999999,0.648,0.851,8,-7.846,0.284,0.0102,0.825,0.212,79.001,333600,14,0,-0.05611595206259457,0.6305863877410992
4736,34mPbSEDvpYstsqMDgNKc0,holidays,We Wish You a Merry Christmas,Patti Page,0.555,0.218,0.442,2,-14.553,0.0382,0.949,0.0,0.594,116.066,119706,13,https://p.scdn.co/mp3-preview/7d2273df3ba16f74b3bbe83b35d147afd9cd5338?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.7677611937953024,0.22911674624535217
4728,54DnLPZSODPESRsHtJFAxZ,trance,You're Not Alone - 2nd Clubb Mix,ATB,0.655,0.866,0.799,9,-8.765,0.069,0.0184,0.257,0.0702,135.006,442266,13,https://p.scdn.co/mp3-preview/7dd08db28078a16582dec19e48eefd20310b99d2?cid=b39a670615f14cfca30a8178b3bc3ed6,0.811648379792592,0.6008478957784517
4735,3i5kEr90mGWB0yPwO5xTYh,forro,Amor da Minha Vida,Calcinha Preta,0.5820000000000001,0.407,0.3879999999999999,9,-9.36,0.0322,0.7190000000000001,0.0,0.148,85.008,182160,13,https://p.scdn.co/mp3-preview/a3ef3250970be90724bee83dcd60a052d028d995?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.015433401498833,0.32948415661928915
4734,4Eq2oh2HcRnmxEoJzddu0v,anime,ハートリアライズ - Instrumental,Tia,0.4039999999999999,0.954,0.369,10,-4.609,0.0844,2.71e-05,0.688,0.0701,178.088,292760,13,https://p.scdn.co/mp3-preview/175c2c52286fc52e144e04add8717609085c5ac4?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1619385687983552,-0.3321972895496286
4733,6dF64KZN0MvS5Id9yyCYIL,jazz,Silly Putty,Stanley Clarke,0.6859999999999999,0.621,0.637,2,-12.915,0.1,0.0073799999999999,0.8540000000000001,0.1159999999999999,167.106,281146,13,https://p.scdn.co/mp3-preview/39aed907f504f73453078b46b0168d7fa6a898f5?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.16359135096209027,0.7160845521337121
4732,0JQ8ZNzQHmI2Lq1T2IfyCM,holidays,I'll Be Home for Christmas,Barbra Streisand,0.136,0.3339999999999999,0.238,8,-10.941,0.0313,0.917,0.0001189999999999,0.0398,85.288,252093,13,https://p.scdn.co/mp3-preview/2eb1309acd9c4354ee03dd361b0a148a3af70595?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.3060150355604327,-1.328436770298335
4731,36XVgRZBaxIAxQ5Lio6FQp,samba,Esperanças Perdidas,Os Originais Do Samba,0.954,0.7020000000000001,0.542,2,-7.14,0.0633,0.469,0.0,0.155,81.824,210306,13,https://p.scdn.co/mp3-preview/c2d94e6aa2a37ad7508c75b4fa6828a7fcda91ed?cid=b39a670615f14cfca30a8178b3bc3ed6,0.1588348457363968,1.712324032882419
4730,4FJ4DgjlMQ6bAgoDvftdmK,j-rock,Joy to the world!,Tensai Band,0.746,0.775,0.541,0,-6.018,0.0392,0.487,0.000145,0.083,93.432,287546,13,0,0.4494164797979958,0.9391232418535721
4729,4k7rhLJmiOYsPVtMH9RUVL,grindcore,Druggernaut Jug Fuck,Agoraphobic Nosebleed,0.0576,0.98,0.187,1,-3.963,0.134,2.78e-06,0.941,0.358,89.60799999999999,143653,13,https://p.scdn.co/mp3-preview/9f6a1b88ceaa0e1ca1faf9fcfa09d6cb13aa7f64?cid=b39a670615f14cfca30a8178b3bc3ed6,1.26543339736824,-1.6198739915322853
4721,0Oefudv1q0nSTg1CdPO8Zy,death-metal,Under Siege,Amon Amarth,0.222,0.932,0.166,11,-6.266,0.0907,3.27e-05,0.547,0.258,184.484,377586,13,https://p.scdn.co/mp3-preview/c15747d046b9db86c943a67a1099144f5b3103ca?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0743660215469149,-1.0087479816998697
4727,7D3MzIYuc0R1U1yDKAkT2U,chicago-house,Right Thing,Frankie Knuckles,0.961,0.743,0.726,6,-11.927,0.0333,0.0711,0.000126,0.0491,118.364,307466,13,0,0.3220382292504454,1.7383452133497361
4726,52w10XfCLwW96ZpiCJAytC,psych-rock,Wind Was the Wine,Woods,0.462,0.664,0.52,0,-6.006,0.0318,0.56,0.0021899999999999,0.178,110.346,89294,13,https://p.scdn.co/mp3-preview/3f88a53f36aefa1ce61e2c43c8e63dee0e8ce43c?cid=b39a670615f14cfca30a8178b3bc3ed6,0.0075731732111806475,-0.11659322282043051
4725,1hNrU0l0jeysx77smO6wzI,trip-hop,Love Sweet Love (feat. Mr. Complex),Morcheeba,0.755,0.922,0.772,7,-4.535,0.0833,0.129,5.81e-05,0.82,100.06,238279,13,https://p.scdn.co/mp3-preview/437f8f4026d78a7c2977a7078ad9efac0554cb83?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0345603182508052,0.9725790453115511
4724,3mliwRJDBww39cq5fb8y2I,mpb,Camaleonte (Camaleão),Maria Gadú,0.64,0.521,0.497,11,-8.967,0.0931,0.841,0.0074,0.122,83.749,242920,13,https://p.scdn.co/mp3-preview/680c5475f899b992ca6775f87d7278fff0c9a4a7?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.561648383923185,0.5450882233484866
4723,5VCXVVuY40yIR9g5RNqhRo,bluegrass,Jerusalem Ridge,Tony Rice,0.952,0.7859999999999999,0.467,9,-8.495,0.033,0.725,0.82,0.205,128.10299999999998,393786,13,0,0.49320275342371583,1.704889409891757
4722,2fCvdQYCOJgdGvd46lnkEC,grindcore,Bitch's Handbag Full of Money,Agoraphobic Nosebleed,0.0244,0.998,0.324,4,-2.79,0.175,0.000995,0.698,0.447,77.492,34293,13,https://p.scdn.co/mp3-preview/79266143a975c6a505c36b4faea47d79de84f373?cid=b39a670615f14cfca30a8178b3bc3ed6,1.337083663301237,-1.7432887331772744
4720,1C6mLDYJ2tkeXp89wYI211,piano,"Lyric Pieces, Book 3, Op. 43: Erotikk (Erotic)",Edvard Grieg,0.139,0.0291,0.389,5,-27.371,0.0457,0.995,0.8809999999999999,0.0771,70.229,153533,13,https://p.scdn.co/mp3-preview/dccc8b6be8f082330fecd62347af0ebb18cd510d?cid=b39a670615f14cfca30a8178b3bc3ed6,-2.51969092905881,-1.3172848358123421
4719,6ueYLhvyorQLtXecVTwfat,j-dance,Lady,CTS,0.432,0.741,0.655,1,-4.4430000000000005,0.0347,0.185,0.0,0.151,100.01,201040,13,0,0.31407708859122346,-0.22811256768036048
4738,1duSTQGCYwX5fEeSIuw65N,rockabilly,Barefoot Baby,Janis Martin,0.962,0.5529999999999999,0.623,0,-6.37,0.0847,0.7659999999999999,1.99e-06,0.0648,178.888,134533,13,https://p.scdn.co/mp3-preview/5ec761230cdc2bb57f73020824aac4c36cb1d988?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.43427013337563497,1.742062524845067
4737,2QRHhcVZTaQ5VL129352Pt,post-dubstep,'Waterways',Clubroot,0.0577,0.422,0.594,0,-8.501,0.0305,0.0297,0.882,0.1,139.99,302600,13,https://p.scdn.co/mp3-preview/397528cf77582237891afd672e8ac8560225a9e5?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.9557248465546689,-1.6195022603827522
4753,4dMyKNzIZqh1k0qN9lTUFO,forro,Sem Graça Sem Jeito,Forró do Muido,0.8640000000000001,0.877,0.691,9,-6.156000000000001,0.0492,0.374,0.0,0.4429999999999999,87.99700000000001,190386,13,https://p.scdn.co/mp3-preview/297d9b8b7ec4d1b64962a4168c42681d987137fc?cid=b39a670615f14cfca30a8178b3bc3ed6,0.8554346534183124,1.37776599830263
4739,24njIWTCwaaTYqX4qPBwRp,j-idol,I Just Wanna Be With You 〜仮想(ヴァーチャル)と真実(リアル)の狭間で〜,Prizmmy☆,0.669,0.945,0.607,8,-3.309,0.0679,0.0443,5.64e-05,0.347,129.968,260053,13,https://p.scdn.co/mp3-preview/9dcd1ba5ba189cfacea5c30f9e3f8c1c027e88de?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1261134358318567,0.6528902567130856
4740,43bJ2plTrFmlmX0Y2rrVDi,holidays,Winter Wonderland,Various Artists,0.5660000000000001,0.39,0.4429999999999999,0,-12.88,0.0408,0.8140000000000001,0.0,0.14,115.474,133133,13,https://p.scdn.co/mp3-preview/2385ae1cba378e98cd9150671effa72aee26ea25?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.083103097102219,0.27000717269399316
4757,2cHPtMTKv1gcc3Ud9BCgfv,honky-tonk,Ingen ser min tår,Lasse Stefanz,0.926,0.738,0.659,8,-5.31,0.0259,0.0272,0.000884,0.136,112.002,203173,13,https://p.scdn.co/mp3-preview/8f26389ca371f59a2d7e81a7c2332c8bed78d34b?cid=b39a670615f14cfca30a8178b3bc3ed6,0.3021353776023906,1.6082393110131514
4756,6C0xjfK9LIuC2ARtCUulAa,hardstyle,In & Out,Wildstylez,0.155,0.986,0.693,1,-4.071000000000001,0.19,0.0167,0.873,0.512,74.998,348800,13,https://p.scdn.co/mp3-preview/6de2590a9475d735ee7251364c2bf1389cedcd17?cid=b39a670615f14cfca30a8178b3bc3ed6,1.2893168193459057,-1.2578078518870461
4755,3ehgNfIrrOgtP4UQAkWMgF,tango,Criminal,Gotan Project,0.195,0.919,0.528,9,-8.103,0.0995,0.372,0.352,0.198,122.012,225733,13,https://p.scdn.co/mp3-preview/294957033294b1ef6bf43381476d7aa964c17472?cid=b39a670615f14cfca30a8178b3bc3ed6,1.0226186072619723,-1.1091153920738064
4754,0chuxuOcL6oKVcroFT4mtR,world-music,365 Is My Number/ The Message,King Sunny Ade,0.659,0.511,0.511,7,-15.807,0.0485,0.331,0.176,0.193,120.887,496733,13,0,-0.6014540872192945,0.6157171417597757
4752,6ZYcX9a1mRPYC0m4cZjKIk,j-dance,Luvotomy,m-flo,0.3939999999999999,0.76,0.7070000000000001,5,-4.2860000000000005,0.0381,0.0528,0.0,0.318,137.065,314626,13,https://p.scdn.co/mp3-preview/174b9664ae3fc9251a8c20ae1a63857f28240c8d?cid=b39a670615f14cfca30a8178b3bc3ed6,0.38970792485383154,-0.3693704045029386
4751,1hcBMT4ND8JiZ2oozF2mLi,grindcore,H5N1,Gadget,0.118,0.927,0.172,3,-7.258999999999999,0.114,4.09e-06,0.835,0.436,122.615,63173,13,https://p.scdn.co/mp3-preview/b1bf5463af7f2b6ab82f3053629ce84ca43053cb?cid=b39a670615f14cfca30a8178b3bc3ed6,1.05446316989886,-1.3953483772142932
4750,5vlmyGaKZCJGGPLmDxzlOB,dub,Fire (feat. Ms Dynamite),Magnetic Man,0.6659999999999999,0.841,0.825,9,-4.105,0.134,0.0139,4.76e-06,0.0866,139.814,279706,13,https://p.scdn.co/mp3-preview/6ad358fe15722e0a291ec6ac6626a5d043743b4a?cid=b39a670615f14cfca30a8178b3bc3ed6,0.7121341215523181,0.6417383222270922
4749,2bMRSdguqNEI3wWnqHnH3D,sertanejo,Doce Mel,Leonardo,0.765,0.745,0.758,2,-4.832,0.0264,0.0259,1.6800000000000002e-05,0.166,130.069,205053,13,0,0.3299993699096673,1.0097521602648611
4748,5VhTOj7OEjai3JLvtRdoa0,mpb,Nova Suinguera,Móveis Coloniais de Acaju,0.972,0.665,0.435,9,-7.14,0.0789,0.503,0.003,0.0458,183.983,173653,13,https://p.scdn.co/mp3-preview/d3bd1908a05df08712fcd0a62c979f5601d4a484?cid=b39a670615f14cfca30a8178b3bc3ed6,0.011553743540791599,1.779235639798377
4747,6icVVxux7JJrHnbOYaEo7I,opera,"La Sonnambula / Act 2: Ah! non credea mirarti si presto estinto, o fiore",Cecilia Bartoli,0.0372,0.0366,0.193,0,-25.094,0.0678,0.99,0.552,0.11,179.84599999999998,312280,13,0,-2.4898366515867285,-1.6957071460370374
4717,1BH5f9RHwlcLR6h3fG9z4M,summer,Sleeping Ute,Grizzly Bear,0.26,0.652,0.3339999999999999,6,-6.268,0.0359,0.151,0.00442,0.0906,104.59,275317,13,0,-0.04019367074415077,-0.8674901448772917
4746,2JmvwF29iUVb3oEFW4Bvf3,new-release,New York City,The Chainsmokers,0.0624,0.639,0.564,4,-6.827999999999999,0.038,0.0127,0.0,0.133,126.062,230666,13,https://p.scdn.co/mp3-preview/69f266ce7326f6cdb8927e2db890671ccc9a9bf1?cid=b39a670615f14cfca30a8178b3bc3ed6,-0.09194108502909314,-1.6020308963546963
4745,2uOS5MmoemEsC0KZagDGJl,minimal-techno,Adrenalin,Scuba,0.331,0.685,0.742,0,-7.876,0.0458,0.0261,0.8220000000000001,0.0548,125.0,492881,13,https://p.scdn.co/mp3-preview/d817ab33a04cf50ca37647a6436c2937ee1b4c13?cid=b39a670615f14cfca30a8178b3bc3ed6,0.09116515013301063,-0.6035610287087909
4744,4IyRpT3Or5OlMvpANnr9YO,hardstyle,Freakz At Night - Radio Edit,Various Artists,0.0371,0.94,0.496,4,-3.362,0.0358,0.114,0.00455,0.327,150.08100000000002,217543,13,https://p.scdn.co/mp3-preview/248e59f72c499b80584abebb5cbeb5e123b3c078?cid=b39a670615f14cfca30a8178b3bc3ed6,1.106210584183802,-1.6960788771865705
4743,3ARXhu58YydyFcZnQYkOHF,grindcore,Nazi Punks Fuck Off,Various Artists,0.5,0.928,0.303,5,-10.015,0.0774,2.27e-05,0.0588,0.0598,95.765,81866,13,https://p.scdn.co/mp3-preview/df6455208a6973b14aa8900de5a595342f09b923?cid=b39a670615f14cfca30a8178b3bc3ed6,1.058443740228471,0.02466461400214723
4742,1GmxFEljKFTaDrZI1nYdTq,samba,As Mariposa,Adoniran Barbosa,0.6559999999999999,0.285,0.621,0,-18.025,0.134,0.961,1.12e-05,0.7090000000000001,85.705,165240,13,https://p.scdn.co/mp3-preview/a28767e2d07afe3d93cdb874ef9895fd24bea604?cid=b39a670615f14cfca30a8178b3bc3ed6,-1.5010629817113688,0.6045652072737823
4741,0qZKKbQe6ueX5a2sWqtAIa,gospel,Mighty God - Live,Smokie Norful,0.5589999999999999,0.899,0.5479999999999999,8,-4.364,0.0482,0.0424,0.0,0.3,110.065,370826,13,0,0.9430072006697533,0.24398599222667575
4718,5t3mh9iGaHk19mP2qx9kAI,grindcore,The Black Swarm,Nasum,0.192,0.941,0.2319999999999999,2,-6.216,0.1169999999999999,1.1e-06,0.873,0.14,105.75,83533,13,https://p.scdn.co/mp3-preview/42acb9de49d0a0303a714b4e689389957aca069b?cid=b39a670615f14cfca30a8178b3bc3ed6,1.1101911545134129,-1.1202673265597993
4686,2hr3kqWd9MJ1sWAhgCpzQf,new-release,Flawless,Disciples,0.872,0.8320000000000001,0.773,7,-4.958,0.059,0.000483,0.778,0.13,120.986,333713,13,https://p.scdn.co/mp3-preview/57010aecc3382ebf98ffc68d6a2b8e9b6e9878e8?cid=b39a670615f14cfca30a8178b3bc3ed6,0.67630898858582,1.4075044902652776
